symbol,name,asset_class,exchange,status,coverage_percent,missing_fields,missing_reasons
6474,華豫寧,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6477,安集,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6482,弘煜科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6485,點序,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6486,互動,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6488,環球晶,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6491,晶碩,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6492,生華科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6494,九齊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6496,科懋,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6498,久禾光,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6499,益安,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6504,南六,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6505,台塑化,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6506,雙邦,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6508,惠光,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6509,聚和,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6510,精測,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6512,啟發電,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6515,穎崴,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6516,勤崴國際,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6517,保勝光學,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6523,達爾膚,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6525,捷敏-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6526,達發,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6527,明達醫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6530,創威,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6531,愛普*,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6532,瑞耘,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6533,晶心科,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6534,正瀚-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6535,順藥,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6538,倉和,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6541,泰福-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6542,隆中,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6546,正基,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6547,高端疫苗,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6548,長科*,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6550,北極星藥業-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6552,易華電,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6556,勝品,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6558,興能高,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6560,欣普羅,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6561,是方,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6568,宏觀,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6569,醫揚,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6570,維田,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6573,虹揚-KY,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6574,霈方,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6576,逸達,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6577,勁豐,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6578,達邦蛋白,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6579,研揚,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6581,鋼聯,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6582,申豐,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6584,南俊國際,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6585,鼎基,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6588,東典光電,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6589,台康生技,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6590,普鴻,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6591,動力-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6592,和潤企業,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6593,台灣銘板,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6596,寬宏藝術,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6597,立誠,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6598,ABC-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6603,富強鑫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6605,帝寶,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6606,建德工業,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6609,瀧澤科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6612,奈米醫材,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6613,朋億*,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6614,資拓宏宇,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6615,慧智,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6616,特昇-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6617,共信-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6620,漢達,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6624,萬年清,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6625,必應,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6629,泰金-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6637,醫影,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6640,均華,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6641,基士德-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6642,富致,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6643,M31,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6645,金萬林-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6649,台生材,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6651,全宇昕,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6654,天正國際,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6655,科定,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6657,華安,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6658,聯策,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6661,威健生技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6662,樂斯科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6664,群翊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6666,羅麗芬-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6667,信紘科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6668,中揚光,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6669,緯穎,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6670,復盛應用,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6671,三能-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6672,騰輝電子-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6674,鋐寶科技,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6679,鈺太,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6680,鑫創電子,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6683,雍智科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6684,安格,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6689,伊雲谷,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6690,安碁資訊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6691,洋基工程,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6692,進能服,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6693,廣閎科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6695,芯鼎,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6697,東捷資訊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6698,旭暉應材,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6703,軒郁,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6706,惠特,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6708,天擎,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6712,長聖,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6715,嘉基,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6716,應廣,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6719,力智,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6720,久昌,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6721,信實,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6722,輝創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6725,矽科宏晟,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6727,亞泰金屬,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6728,上洋,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6730,常廣,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6732,昇佳電子,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6733,博晟生醫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6735,美達科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6739,竹陞科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6741,91APP*-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6742,澤米,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6743,安普新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6751,智聯服務,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6752,叡揚,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6753,龍德造船,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6754,匯僑設計,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6756,威鋒電子,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6757,台灣虎航,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6761,穩得,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6762,達亞,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6763,綠界科技*,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6767,台微醫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6768,志強-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6770,力積電,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6771,平和環保-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6776,展碁國際,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6781,AES-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6782,視陽,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6785,昱展新藥,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6788,華景電,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6789,采鈺,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6790,永豐實,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6791,虎門科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6792,詠業,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6794,向榮生技,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6796,晉弘,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6799,來頡,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6803,崑鼎,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6804,明係,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6805,富世達,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6807,峰源-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6811,宏碁資訊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6821,聯寶,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6823,濾能,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6829,千附精密,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6830,汎銓,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6831,邁科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6834,天二科技,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6835,圓裕,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6838,台新藥,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6840,東研信超,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6841,長佳智能,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6843,進典,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6844,諾貝兒,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6846,綠茵,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6854,錼創科技-KY創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6855,數泓科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6856,鑫傳,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6859,伯特光,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6861,睿生光電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6862,三集瑞-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6863,永道-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6865,偉康科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6869,雲豹能源,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6870,騰雲,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6872,浩宇生醫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6873,泓德能源,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6874,倍力,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6875,國邑*,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6877,鏵友益,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6881,潤德,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6884,海柏特,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6885,全福生技,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6887,寶綠特-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6890,來億-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6894,衛司特,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6895,宏碩系統,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6899,創為精密,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6901,鑽石投資,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6902,GOGOLOOK,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6903,巨漢,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6904,伯鑫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6906,現觀科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6907,雅特力-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6908,宏碁遊戲-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6909,創控,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6910,德鴻,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6913,鴻呈,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6914,阜爾運通,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6916,華凌,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6918,愛派司,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6919,康霈*,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6921,嘉雨思-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6922,宸曜,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6923,中台,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6924,榮惠-KY創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6925,意藍,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6928,攸泰科技,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6929,佑全,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6931,青松健康,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6933,AMAX-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6934,心誠鎂,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6936,永鴻生技,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6937,天虹,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6944,兆聯實業,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6945,圓祥生技,stock,TPEx,partial,85.71,淨利率 | 歷季財報,financial_statement_missing | quarter_history_incomplete
6947,台鎔科技,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6949,沛爾生醫-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6951,青新-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6952,大武山,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6953,家碩,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6955,邦睿生技-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6957,裕慶-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6958,日盛台駿,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6961,旅天下,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6962,奕力-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6965,中傑-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6967,汎瑋材料,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6968,萬達寵物,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6969,成信實業*-創,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
6971,惠民實業,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6982,大井泵浦,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6983,華洋精機,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6986,和迅,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6988,威力暘-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
6994,富威電力,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
6996,力領科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
6997,博弘,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7402,邑錡,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7547,碩網,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7556,意德士科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7584,樂意,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7610,聯友金屬-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7631,聚賢研發-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7642,昶瑞機電,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7689,大鵬科CLMX,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7703,銳澤,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7704,明遠精密,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7705,三商餐飲,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7708,全家餐飲,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7709,榮田,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7711,永擎,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7712,博盛半導體,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7713,威力德生醫,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7714,創泓科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7715,裕山,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7716,昱臺國際,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7717,萊德光電-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7718,友鋮,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7721,微程式,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7722,LINEPAY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7723,築間,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7728,光焱科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7730,暉盛-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7732,金興精密,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7734,印能科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7736,虎山,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7738,東聯互動,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7740,熙特爾-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7743,金利食安,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7744,崴寶,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7747,昕奇雲端,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7749,意騰-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7750,新代,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7751,竑騰,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7753,星亞,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7757,金色三麥,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7760,享溫馨,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7765,中華資安,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7767,仁大資訊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7768,頌勝科技,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7769,鴻勁,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7770,君曜,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7772,耀穎,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7777,能率亞洲,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7780,大研生醫*,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7782,光速火箭,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7786,東方風能,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7788,松川精密,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7791,皇家可口,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7792,安葆,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7794,宏碁智新,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7795,長廣,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
7799,禾榮科,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
7803,雲象科技-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
7805,威聯通,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7810,捷創科技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7811,民盛,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
7814,海昌生技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
